XS (b),Ea (eV)
1.250000000000000e-02,4.055000000000000e+06
2.020000000000000e-02,4.065000000000000e+06
2.070000000000000e-02,4.074000000000000e+06
1.480000000000000e-02,4.083000000000000e+06
1.090000000000000e-02,4.092000000000000e+06
8.850000000000000e-03,4.102000000000000e+06
7.960000000000000e-03,4.113000000000000e+06
7.280000000000000e-03,4.122000000000000e+06
6.810000000000000e-03,4.132000000000000e+06
6.610000000000000e-03,4.142000000000000e+06
6.370000000000001e-03,4.152000000000000e+06
6.200000000000001e-03,4.162000000000000e+06
6.190000000000000e-03,4.172000000000000e+06
6.100000000000000e-03,4.183000000000000e+06
6.030000000000001e-03,4.193000000000000e+06
6.070000000000001e-03,4.203000000000000e+06
6.170000000000000e-03,4.213000000000000e+06
6.230000000000000e-03,4.223000000000000e+06
6.430000000000000e-03,4.232000000000000e+06
6.590000000000000e-03,4.242000000000000e+06
6.860000000000001e-03,4.252000000000000e+06
7.150000000000000e-03,4.262000000000000e+06
7.700000000000000e-03,4.272000000000000e+06
8.550000000000000e-03,4.282000000000000e+06
9.700000000000000e-03,4.292000000000000e+06
1.100000000000000e-02,4.302000000000000e+06
1.370000000000000e-02,4.313000000000000e+06
1.810000000000000e-02,4.323000000000000e+06
2.670000000000000e-02,4.333000000000000e+06
4.330000000000000e-02,4.343000000000000e+06
7.170000000000000e-02,4.353000000000000e+06
8.980000000000000e-02,4.362000000000000e+06
7.600000000000000e-02,4.371000000000000e+06
4.960000000000001e-02,4.380000000000000e+06
3.170000000000000e-02,4.389000000000000e+06
2.230000000000000e-02,4.399000000000000e+06
1.690000000000000e-02,4.410000000000000e+06
1.370000000000000e-02,4.420000000000000e+06
1.210000000000000e-02,4.430000000000000e+06
1.140000000000000e-02,4.441000000000000e+06
1.010000000000000e-02,4.451000000000000e+06
7.700000000000000e-03,4.459000000000000e+06
6.590000000000000e-03,4.469000000000000e+06
6.470000000000000e-03,4.480000000000000e+06
7.050000000000000e-03,4.490000000000000e+06
7.510000000000000e-03,4.500000000000000e+06
7.990000000000001e-03,4.510000000000000e+06
1.010000000000000e-02,4.521000000000000e+06
1.090000000000000e-02,4.531000000000000e+06
1.710000000000000e-02,4.541000000000000e+06
5.510000000000000e-02,4.549000000000000e+06
8.070000000000001e-02,4.554000000000000e+06
8.960000000000000e-02,4.558000000000000e+06
7.620000000000000e-02,4.561000000000000e+06
5.770000000000000e-02,4.564000000000000e+06
4.500000000000000e-02,4.568000000000000e+06
3.710000000000000e-02,4.578000000000000e+06
2.740000000000000e-02,4.588000000000000e+06
2.160000000000000e-02,4.598000000000000e+06
2.010000000000000e-02,4.609000000000000e+06
2.020000000000000e-02,4.619000000000000e+06
2.100000000000000e-02,4.629000000000000e+06
2.250000000000000e-02,4.639000000000000e+06
2.420000000000000e-02,4.649000000000000e+06
2.590000000000000e-02,4.659000000000000e+06
2.810000000000000e-02,4.670000000000000e+06
2.930000000000000e-02,4.679000000000000e+06
2.990000000000000e-02,4.688000000000000e+06
3.030000000000000e-02,4.698000000000000e+06
2.980000000000000e-02,4.708000000000000e+06
3.000000000000000e-02,4.718000000000000e+06
2.980000000000000e-02,4.728000000000000e+06
2.960000000000000e-02,4.738000000000000e+06
3.010000000000000e-02,4.748000000000000e+06
3.060000000000000e-02,4.758000000000000e+06
3.100000000000000e-02,4.768000000000000e+06
3.130000000000000e-02,4.778000000000000e+06
2.980000000000000e-02,4.787000000000000e+06
2.900000000000000e-02,4.797000000000000e+06
2.700000000000000e-02,4.807000000000000e+06
2.550000000000000e-02,4.817000000000000e+06
2.490000000000000e-02,4.827000000000000e+06
2.480000000000000e-02,4.837000000000000e+06
2.580000000000000e-02,4.848000000000000e+06
2.720000000000000e-02,4.858000000000000e+06
2.960000000000000e-02,4.868000000000000e+06
3.290000000000000e-02,4.878000000000000e+06
3.780000000000000e-02,4.888000000000000e+06
4.420000000000000e-02,4.897000000000000e+06
5.300000000000000e-02,4.907000000000000e+06
6.400000000000000e-02,4.917000000000000e+06
8.070000000000001e-02,4.927000000000000e+06
9.870000000000001e-02,4.937000000000000e+06
1.210000000000000e-01,4.947000000000000e+06
1.290000000000000e-01,4.957000000000000e+06
1.240000000000000e-01,4.967000000000000e+06
1.100000000000000e-01,4.976000000000000e+06
9.580000000000000e-02,4.986000000000000e+06
9.020000000000000e-02,4.996000000000000e+06
9.240000000000001e-02,5.006000000000000e+06
9.227480000000000e-02,5.016000000000000e+06
9.402670000000000e-02,5.026000000000000e+06
9.696740000000000e-02,5.036000000000000e+06
1.005824000000000e-01,5.046000000000000e+06
1.061656000000000e-01,5.056000000000000e+06
1.108047000000000e-01,5.066000000000000e+06
1.154768000000000e-01,5.076000000000000e+06
1.201250000000000e-01,5.086000000000000e+06
1.266898000000000e-01,5.096000000000000e+06
1.322794000000000e-01,5.106000000000000e+06
1.387505000000000e-01,5.115000000000000e+06
1.370440000000000e-01,5.125000000000000e+06
1.477846000000000e-01,5.135000000000000e+06
1.495696000000000e-01,5.145000000000000e+06
1.471688000000000e-01,5.155000000000000e+06
1.450671000000000e-01,5.165000000000000e+06
1.414746000000000e-01,5.175000000000000e+06
1.380837000000000e-01,5.185000000000000e+06
1.338022000000000e-01,5.195000000000000e+06
1.304679000000000e-01,5.205000000000000e+06
1.263567000000000e-01,5.215000000000000e+06
1.220995000000000e-01,5.224000000000000e+06
1.198616000000000e-01,5.234000000000000e+06
1.176822000000000e-01,5.244000000000000e+06
1.163519000000000e-01,5.254000000000000e+06
1.232374000000000e-01,5.264000000000000e+06
1.643746000000000e-01,5.275000000000000e+06
1.857637000000000e-01,5.284000000000000e+06
1.485054000000000e-01,5.294000000000000e+06
1.261544000000000e-01,5.303000000000000e+06
1.216088000000000e-01,5.314000000000000e+06
1.219713000000000e-01,5.324000000000000e+06
1.263855000000000e-01,5.333000000000000e+06
1.339266000000000e-01,5.343000000000000e+06
1.414295000000000e-01,5.353000000000000e+06
1.528564000000000e-01,5.363000000000000e+06
1.665929000000000e-01,5.373000000000000e+06
1.771018000000000e-01,5.383000000000000e+06
1.867507000000000e-01,5.393000000000000e+06
1.900928000000000e-01,5.403000000000000e+06
1.871837000000000e-01,5.413000000000000e+06
1.843007000000000e-01,5.423000000000000e+06
1.822190000000000e-01,5.433000000000000e+06
1.855706000000000e-01,5.443000000000000e+06
1.935918000000000e-01,5.452000000000000e+06
1.953725000000000e-01,5.462000000000000e+06
1.841110000000000e-01,5.472000000000000e+06
1.545542000000000e-01,5.482000000000000e+06
1.320256000000000e-01,5.492000000000000e+06
1.149454000000000e-01,5.502000000000000e+06
1.025109000000000e-01,5.512000000000000e+06
9.316830000000001e-02,5.522000000000000e+06
8.614140000000001e-02,5.532000000000000e+06
8.065880000000000e-02,5.542000000000000e+06
7.595650000000001e-02,5.552000000000000e+06
7.249590000000000e-02,5.561000000000000e+06
7.045810000000001e-02,5.571000000000000e+06
6.873060000000000e-02,5.581000000000000e+06
6.790739999999999e-02,5.591000000000000e+06
6.790770000000000e-02,5.601000000000000e+06
6.813250000000000e-02,5.611000000000000e+06
6.961720000000000e-02,5.621000000000000e+06
7.191040000000000e-02,5.631000000000000e+06
7.375350000000000e-02,5.641000000000000e+06
7.875550000000001e-02,5.651000000000000e+06
8.445690000000000e-02,5.662000000000000e+06
9.310339999999999e-02,5.671000000000000e+06
1.038963000000000e-01,5.681000000000000e+06
1.190312000000000e-01,5.691000000000000e+06
1.326527000000000e-01,5.701000000000000e+06
1.484084000000000e-01,5.711000000000000e+06
1.648342000000000e-01,5.721000000000000e+06
1.790288000000000e-01,5.731000000000000e+06
1.838028000000000e-01,5.740000000000000e+06
1.849190000000000e-01,5.750000000000000e+06
1.817084000000000e-01,5.760000000000000e+06
1.763530000000000e-01,5.770000000000000e+06
1.688926000000000e-01,5.779000000000000e+06
1.635829000000000e-01,5.789000000000000e+06
1.597266000000000e-01,5.799000000000000e+06
1.566010000000000e-01,5.809000000000000e+06
1.556302000000000e-01,5.819000000000000e+06
1.560907000000000e-01,5.829000000000000e+06
1.565520000000000e-01,5.839000000000000e+06
1.591213000000000e-01,5.850000000000000e+06
1.631280000000000e-01,5.860000000000000e+06
1.671251000000000e-01,5.870000000000000e+06
1.725263000000000e-01,5.880000000000000e+06
1.871199000000000e-01,5.889000000000000e+06
2.051716000000000e-01,5.899000000000000e+06
2.435895000000000e-01,5.909000000000000e+06
2.734623000000000e-01,5.919000000000000e+06
2.730675000000000e-01,5.929000000000000e+06
2.565554000000000e-01,5.939000000000000e+06
2.810894000000000e-01,5.939000000000000e+06
2.541290000000000e-01,5.948000000000000e+06
2.279073000000000e-01,5.958000000000000e+06
1.898927000000000e-01,5.968000000000000e+06
1.770837000000000e-01,5.978000000000000e+06
1.587420000000000e-01,5.988000000000000e+06
1.453380000000000e-01,5.997000000000000e+06
1.361173000000000e-01,6.007000000000000e+06
1.359207000000000e-01,6.018000000000000e+06
1.440552000000000e-01,6.028000000000000e+06
1.480206000000000e-01,6.038000000000000e+06
1.623396000000000e-01,6.048000000000000e+06
2.042219000000000e-01,6.058000000000000e+06
2.832123000000000e-01,6.068000000000000e+06
3.881166000000000e-01,6.079000000000000e+06
4.316847000000000e-01,6.088000000000000e+06
3.879104000000000e-01,6.098000000000000e+06
3.196345000000000e-01,6.106000000000000e+06
2.733545000000000e-01,6.116000000000000e+06
2.442937000000000e-01,6.126000000000000e+06
2.132529000000000e-01,6.136000000000000e+06
1.911608000000000e-01,6.146000000000000e+06
1.806808000000000e-01,6.157000000000000e+06
1.737460000000000e-01,6.167000000000000e+06
1.758013000000000e-01,6.177000000000000e+06
1.719049000000000e-01,6.187000000000000e+06
1.767530000000000e-01,6.197000000000000e+06
1.770133000000000e-01,6.207000000000000e+06
1.793269000000000e-01,6.216000000000000e+06
1.756308000000000e-01,6.226000000000000e+06
1.746035000000000e-01,6.236000000000000e+06
1.709656000000000e-01,6.246000000000000e+06
1.752364000000000e-01,6.256000000000000e+06
1.794958000000000e-01,6.266000000000000e+06
1.855165000000000e-01,6.276000000000000e+06
1.962923000000000e-01,6.286000000000000e+06
2.044256000000000e-01,6.296000000000000e+06
2.118915000000000e-01,6.306000000000000e+06
2.264808000000000e-01,6.316000000000000e+06
2.307019000000000e-01,6.325000000000000e+06
2.277662000000000e-01,6.335000000000000e+06
2.313092000000000e-01,6.345000000000000e+06
2.219467000000000e-01,6.355000000000000e+06
2.171284000000000e-01,6.365000000000000e+06
2.071835000000000e-01,6.375000000000000e+06
1.979143000000000e-01,6.385000000000000e+06
1.899595000000000e-01,6.395000000000000e+06
1.749799000000000e-01,6.405000000000000e+06
1.663624000000000e-01,6.415000000000000e+06
1.619500000000000e-01,6.425000000000000e+06
1.558275000000000e-01,6.435000000000000e+06
1.536066000000000e-01,6.444000000000000e+06
1.539179000000000e-01,6.454000000000000e+06
1.548951000000000e-01,6.464000000000000e+06
1.540134000000000e-01,6.474000000000000e+06
1.506173000000000e-01,6.484000000000000e+06
1.509981000000000e-01,6.494000000000000e+06
1.520145000000000e-01,6.504000000000000e+06
1.524139000000000e-01,6.514000000000000e+06
1.528175000000000e-01,6.524000000000000e+06
1.519800000000000e-01,6.534000000000000e+06
1.491974000000000e-01,6.544000000000000e+06
1.514996000000000e-01,6.553000000000000e+06
1.550205000000000e-01,6.563000000000000e+06
1.492477000000000e-01,6.573000000000000e+06
1.502974000000000e-01,6.583000000000000e+06
1.513492000000000e-01,6.593000000000000e+06
1.517854000000000e-01,6.603000000000000e+06
1.509920000000000e-01,6.613000000000000e+06
1.495889000000000e-01,6.623000000000000e+06
1.512671000000000e-01,6.633000000000000e+06
1.535593000000000e-01,6.643000000000000e+06
1.546232000000000e-01,6.653000000000000e+06
1.557043000000000e-01,6.662000000000000e+06
1.586069000000000e-01,6.672000000000000e+06
1.578297000000000e-01,6.682000000000000e+06
1.613341000000000e-01,6.692000000000000e+06
1.636129000000000e-01,6.702000000000000e+06
1.664994000000000e-01,6.712000000000000e+06
1.699919000000000e-01,6.722000000000000e+06
1.746975000000000e-01,6.732000000000000e+06
1.865191000000000e-01,6.752000000000000e+06
1.995375000000000e-01,6.771000000000000e+06
2.137126000000000e-01,6.791000000000000e+06
2.369111000000000e-01,6.811000000000000e+06
2.642607000000000e-01,6.831000000000000e+06
2.824937000000000e-01,6.851000000000000e+06
2.814341000000000e-01,6.871000000000000e+06
2.581935000000000e-01,6.890000000000000e+06
2.494007000000000e-01,6.910000000000000e+06
2.448339000000000e-01,6.930000000000000e+06
2.612080000000001e-01,6.950000000000000e+06
2.548618000000000e-01,6.970000000000000e+06
2.604795000000000e-01,6.989000000000000e+06
2.613095000000000e-01,7.009000000000000e+06
2.657107000000000e-01,7.029000000000000e+06
2.499237000000000e-01,7.049000000000000e+06
2.359631000000000e-01,7.069000000000000e+06
2.475053000000000e-01,7.089000000000000e+06
2.704453000000000e-01,7.098000000000000e+06
3.140233000000000e-01,7.109000000000000e+06
2.998302000000000e-01,7.109000000000000e+06
2.689300000000000e-01,7.118000000000000e+06
2.421854000000000e-01,7.128000000000000e+06
2.336356000000000e-01,7.148000000000000e+06
2.251118000000000e-01,7.168000000000000e+06
2.266191000000000e-01,7.188000000000000e+06
2.193206000000000e-01,7.207000000000000e+06
2.167296000000000e-01,7.227000000000000e+06
2.194284000000000e-01,7.247000000000000e+06
2.203680000000000e-01,7.267000000000000e+06
2.230664000000000e-01,7.287000000000000e+06
2.403853000000000e-01,7.307000000000000e+06
2.559330000000000e-01,7.326000000000000e+06
2.574333000000000e-01,7.346000000000000e+06
2.647664000000000e-01,7.366000000000000e+06
2.592730000000000e-01,7.386000000000000e+06
2.654358000000000e-01,7.406000000000000e+06
2.814649000000000e-01,7.427000000000000e+06
2.916976000000000e-01,7.445000000000000e+06
2.902810000000000e-01,7.465000000000000e+06
2.952521000000000e-01,7.485000000000000e+06
2.886274000000000e-01,7.505000000000000e+06
2.883883000000000e-01,7.525000000000000e+06
2.841147000000001e-01,7.544000000000000e+06
2.601819000000000e-01,7.564000000000000e+06
2.490008000000000e-01,7.584000000000000e+06
2.482218000000000e-01,7.605000000000000e+06
2.607244000000000e-01,7.625000000000000e+06
2.876211000000000e-01,7.645000000000000e+06
3.196778000000000e-01,7.664000000000000e+06
3.528324000000000e-01,7.684000000000000e+06
3.911204000000000e-01,7.704000000000000e+06
3.971723000000000e-01,7.724000000000000e+06
3.813943000000000e-01,7.744000000000000e+06
3.662280000000000e-01,7.763000000000000e+06
3.522205000000000e-01,7.783000000000000e+06
3.393812000000000e-01,7.803000000000000e+06
3.414579000000000e-01,7.823000000000000e+06
3.406732000000000e-01,7.843000000000000e+06
3.427538000000000e-01,7.863000000000000e+06
3.557112000000000e-01,7.882000000000000e+06
3.657888000000000e-01,7.902000000000000e+06
3.330178000000000e-01,7.922000000000000e+06
2.860229000000000e-01,7.941000000000000e+06
2.613201000000001e-01,7.962000000000000e+06
